customer_id,age,income,customer_tenure,previous_purchases,average_order_value,website_visits,email_open_rate,discount_usage,recency_days,treatment,purchase_outcome,revenue,true_prob_y0,true_prob_y1,true_ite
C000564,60,133575.6575672769,27,4,117.5449102984795,9,0.4816848188643698,0.3608880297258645,259,1,0,0.0,0.025145026690573214,0.15947911257434802,0.1343340858837748
C012645,56,,37,3,115.01526209956441,10,0.06886301139710824,0.6804642626831627,140,1,0,0.0,0.02580956527724218,0.18813864371538522,0.16232907843814304
C008271,54,67878.97900993869,16,0,116.72823370192258,1,0.4329105770640802,0.44894379748105867,353,1,1,112.43230316380924,0.011124659765190666,0.1481911848965044,0.13706652513131373
C001713,47,152391.9570531833,27,5,81.37253455253946,7,0.025750671369114637,0.6226152606369199,268,0,0,0.0,0.020750053517235884,0.1326279217488635,0.11187786823162763
C017908,22,78444.1743516221,42,1,70.0651852635323,3,0.34217229088029183,0.17703919600179963,15,1,0,0.0,0.0593097048845096,0.17029953124915728,0.11098982636464769
C005752,56,28550.704058312196,11,0,129.56986322801293,0,0.2587045721465897,0.2302667730820106,362,1,0,0.0,0.008221753803573293,0.1133139557297095,0.1050922019261362
C019512,54,67892.94334785324,23,1,86.00810623038977,3,0.5774590354323942,0.19038682327051848,160,0,0,0.0,0.03229269387697804,0.11769139476122568,0.08539870088424764
C001420,41,79033.8685965333,27,4,87.775914391697,12,0.48037186730320036,0.2121665455999781,33,0,0,0.0,0.06702933671001124,0.16013589858695731,0.09310656187694608
C002324,47,74528.36777491696,11,1,86.10914912575313,2,0.4038706630709001,0.0277849957473969,263,1,0,0.0,0.018284761019555684,0.10208985087804878,0.0838050898584931
C007817,50,52784.30584406911,59,9,109.6611060327097,12,0.37460556499348835,0.0011967831585077665,364,0,0,0.0,0.015189287592178918,0.11094547842081666,0.09575619082863775
C005169,23,33303.59563957685,59,7,61.389810652917056,21,0.3684120121866254,0.5788219449770681,242,0,0,0.0,0.022819286585998078,0.2059860732572921,0.18316678667129402
C000827,23,44027.52591174948,7,2,60.1683693317558,12,0.5993778707373757,0.24311929575247468,81,1,0,0.0,0.046055747896795084,0.1647267878592889,0.11867103996249381
C018984,51,39864.32245279679,43,3,100.63667911780956,7,0.6010623385995516,0.09515241845370559,276,1,0,0.0,0.018437173772634464,0.1520621838319232,0.13362501005928873
C014317,54,21714.39591558965,30,1,92.42435743647071,0,0.32029119020693764,0.05585095663268235,347,1,1,97.40186066978882,0.009088062611224527,0.09559612720302008,0.08650806459179555
C003959,63,70555.24627328895,25,3,149.86612728159713,6,0.17772418690883002,0.01061066379226973,189,0,1,157.7212190725506,0.025649093062263897,0.0,-0.025649093062263897
C004772,34,39972.58674854942,55,4,80.1113411936002,10,0.09125041446361223,0.04513796906430524,274,1,0,0.0,0.01523000492210981,0.09044764900343148,0.07521764408132167
C011753,39,84898.12198785298,1,0,132.18279359358735,0,0.13099643235844688,0.028153306076202762,99,1,0,0.0,0.03476984825540169,0.08903913307142428,0.054269284816022584
C004511,45,44235.10255600983,1,3,51.905083336319976,6,0.06540487941077334,0.07621950935826431,306,0,0,0.0,0.012471018263707799,0.07181005821776272,0.05933903995405492
C000291,43,71857.80603752844,32,2,135.12928084956292,1,0.36441443326248396,0.5007013830197173,238,0,0,0.0,0.021139216043164863,0.18364439554746725,0.16250517950430238
C013500,42,79186.82597176607,7,2,10.0,5,0.2900489910982789,0.2552629154409073,104,0,1,0.0,0.03980980613181538,0.14415639051126455,0.10434658437944917
C015275,31,128542.97465880997,43,7,94.97459031409846,12,0.08545291121006002,0.30035489383985847,196,1,0,0.0,0.032344708300436974,0.11815438085635457,0.0858096725559176
C012140,51,24998.651322138816,18,3,149.525600924866,9,0.2271555369526925,0.14001505821583538,303,1,0,0.0,0.012248079101586129,0.14405067382168563,0.1318025947200995
C009250,68,49126.69964070921,48,4,112.36301349872394,12,0.4502312002818201,0.24187349046880402,80,0,0,0.0,0.04841089362529894,0.0015360583080917048,-0.046874835317207236
C016444,19,77684.25004284923,38,2,97.20345450321814,6,0.19332041140107672,0.2948792582689701,46,1,0,0.0,0.04996320464175183,0.18084454163048755,0.13088133698873572
C010995,52,101528.70702198897,11,3,89.74657475567018,5,0.09921809326477793,0.4245695883493993,131,0,0,0.0,0.035103254905337264,0.11657189848901874,0.08146864358368147
C007507,58,35822.39052446545,27,1,100.03060072361619,4,0.12569104413570087,0.022927364454892775,206,1,0,0.0,0.018273793865046895,0.09078266557219729,0.0725088717071504
C008109,59,28251.720395436507,36,7,77.86010821814196,17,0.2657270083305532,0.35093207823927136,364,1,0,0.0,0.011528811721918695,0.15039141115610427,0.13886259943418558
C017736,28,138696.9438871883,18,4,91.84439437564383,15,0.07978845682741745,0.422450892585503,326,1,0,0.0,0.014978433823807445,0.1098536257594489,0.09487519193564145
C019219,31,179998.57040454008,42,6,54.5043239417894,20,0.2917889837640716,0.2232510944896369,220,0,0,0.0,0.03236052285371051,0.14032849360981342,0.10796797075610291
C009614,61,56423.72327238712,30,7,56.298438875303646,18,0.2760254956997299,0.18992269061817915,158,1,0,0.0,0.03634019464506268,0.0,-0.03634019464506268
C014927,59,143614.4070067722,52,1,69.33310055218546,2,0.1798647503695376,0.9402736746801078,27,1,0,0.0,0.05819242276079944,0.25064164484484236,0.19244922208404291
C007110,44,200000.0,48,3,118.34647231539917,9,0.2826363860530333,0.5440920918624546,127,1,0,0.0,0.04451372057816712,0.20596407695928065,0.16145035638111355
C004549,64,106326.66722225133,28,0,130.78279707280973,1,0.493422952322442,0.38178661364534744,24,0,0,0.0,0.06166503578508776,0.10940056608542334,0.04773553030033558
C006254,27,47731.28777001158,15,2,139.66001209560915,2,0.608702239551921,0.28343152641114533,345,1,0,0.0,0.012997236785683701,0.13640655781810043,0.12340932103241672
C000641,36,65589.43908867716,4,2,132.02625404855715,6,0.4247945977058778,0.628258604440716,318,1,0,0.0,0.014438342275606005,0.20743172084071812,0.19299337856511212
C000294,66,84676.15420202797,37,6,86.66943026987616,18,0.2574587431712303,0.3282717208962074,39,0,0,0.0,0.06531984938368639,0.044606334898358954,-0.020713514485327433
C007921,37,58419.765797691434,29,6,60.15475530634566,4,0.031358449683003393,0.15198387317727866,280,1,0,0.0,0.017070349864215725,0.08207109017806903,0.0650007403138533
C012822,55,59000.686952064134,32,3,129.3042682859236,4,0.4610710515213086,0.054575883792519014,59,1,1,116.73622216392077,0.0530827717921414,0.17892603206687138,0.12584326027472997
C009195,54,55074.963311549145,22,6,142.05723218607537,17,0.24086595075401512,0.19475991839879445,187,1,0,0.0,0.029448183069923688,0.12347190399081245,0.09402372092088876
C008611,36,92865.96722023937,8,3,122.50722068741737,5,0.4454177489202113,0.2746474164924581,268,0,0,0.0,0.020970105981971906,0.14752901055455486,0.12655890457258295
C012615,20,70507.57064481717,49,8,98.45782072627914,21,0.22501813181745722,0.29730629352154664,158,0,0,0.0,0.03883771267552524,0.1659867122279426,0.12714899955241735
C012121,62,115388.97686385986,52,4,116.94436579535588,9,0.3535098761219913,0.033243038577690905,59,0,0,0.0,0.0600308816828225,0.02006637208315347,-0.03996450959966903
C000483,36,103789.80694611526,40,6,112.7954071941122,18,0.11086389314725227,0.3125654331418154,256,0,0,0.0,0.02234620511823598,0.13777327500674677,0.11542706988851079
C003422,65,79255.25380084163,27,0,108.38860586201147,2,0.3261176731475307,0.3513411766056606,310,0,0,0.0,0.013455625648882152,0.011445925364947917,-0.002009700283934235
C004654,57,65719.35760995567,57,9,133.34584583162996,18,0.18154177736854044,0.22787501675276178,259,1,0,0.0,0.02413750091579016,0.09728495473917334,0.07314745382338318
C008047,35,57974.59913229585,10,2,62.66224349452013,6,0.2006384985421287,0.5378994849817704,21,0,0,0.0,0.053399065539756506,0.23585412155560576,0.18245505601584924
C005599,32,37703.326911329204,6,0,125.17617421769697,1,0.35481202248398386,0.37246960027652154,321,0,0,0.0,0.011161629609201515,0.16114245612577272,0.1499808265165712
C010572,23,83883.14549812496,3,2,85.49936787186878,4,0.323550864916223,0.6113965843241248,343,1,0,0.0,0.012745567477761718,0.2097173578152095,0.19697179033744777
C007950,61,96351.70417807007,51,8,71.80194346019324,22,0.06482698299415778,0.035026449882629145,212,1,0,0.0,0.029415118224872333,0.0,-0.029415118224872333
C014933,28,99543.3916222772,4,0,116.22798901187738,2,0.12079507448480424,0.1163684700929243,89,1,0,0.0,0.03743886176989412,0.1074127367420365,0.06997387497214239
C018311,67,200000.0,31,5,127.64182619095813,10,0.13917440710339105,0.3167641443645244,128,1,0,0.0,0.04551396005604033,0.06341028390460905,0.01789632384856872
C015696,60,87911.37593104846,52,8,77.15084286386961,16,0.2713831312414728,0.29772257036251554,121,1,0,0.0,0.04943268230091341,0.1850848541030351,0.1356521718021217
C017078,36,37155.25871083064,58,6,82.41979902746499,20,0.25573327168339216,0.5263133126320834,271,0,0,0.0,0.018225912157755597,0.17351474453601,0.15528883237825442
C019744,65,90437.28328318542,50,4,72.31337205947743,10,0.08079266607644087,0.23573790229351485,29,0,1,58.24505623314084,0.058081205109304535,0.02225130968556529,-0.035829895423739246
C017367,44,200000.0,32,6,106.1413805068664,26,0.28441783456645536,0.2538461017859646,283,1,0,0.0,0.024232439064856507,0.14556512892562504,0.12133268986076853
C015472,43,59037.09848356043,1,0,83.39403479330629,1,0.4157433617692803,0.4637309359760208,272,1,0,0.0,0.01600216433695405,0.20514519773541906,0.189143033398465
C008539,31,93812.82906927429,3,0,72.23112887810804,3,0.19318860968641016,0.4388914604386656,62,1,0,0.0,0.04362373760622555,0.16950988024420205,0.12588614263797648
C017990,32,74574.68123897884,45,5,68.95117920774055,11,0.23858904896729288,0.2956854784587159,1,0,0,0.0,0.07204115268737007,0.1999934370182826,0.12795228433091252
C002239,47,57948.620403852605,1,3,111.33862030670917,10,0.06748045471781547,0.07240113548048217,228,1,0,0.0,0.01932667717775028,0.1267730939225554,0.10744641674480512
C014013,19,54355.98748923683,38,6,133.94318116649217,16,0.08798393318853108,0.3263521195327446,272,0,0,0.0,0.017998548337236183,0.1424835585642331,0.1244850102269969
C001705,37,45955.71433256706,51,4,89.09299579794305,8,0.0932342661896458,0.13273227231909007,14,0,0,0.0,0.05518740556738816,0.162389231219342,0.10720182565195385
C011699,35,49667.773996558186,50,9,135.83335381645853,23,0.25395706073786023,0.01653019653117884,260,1,0,0.0,0.023560187202136214,0.15858519187130443,0.13502500466916822
C007935,43,57629.60489832231,16,5,71.34654413068967,17,0.006117513502236163,0.37647883155910017,203,0,0,0.0,0.023349835847667665,0.1270849675319133,0.10373513168424564
C016720,30,67474.89488267085,6,2,117.25137464230495,4,0.2985656192728562,0.3025787434218828,159,0,0,0.0,0.029719821170880994,0.16497801221725186,0.13525819104637088
C006816,29,,30,4,159.0509831255082,9,0.6116530786228848,0.29086036609023225,191,0,0,0.0,0.02986608967349095,0.19084520822748285,0.1609791185539919
C012657,60,61702.32922865769,40,3,110.97987429993864,3,0.19484063307263677,0.5169871351846917,31,1,0,0.0,0.05388459376941691,0.19669651507929473,0.14281192130987783
C000978,64,73301.33309562046,6,1,65.99123831916529,1,0.030491773661475916,0.018260950292002764,229,0,0,0.0,0.017929020044666174,0.0,-0.017929020044666174
C003503,47,56828.39867413513,8,3,106.3643974356246,5,0.4452681379332335,0.10044506014727089,63,1,0,0.0,0.05133108739854895,0.12257608917427765,0.0712450017757287
C015620,64,44885.3650746528,37,5,63.907515126010516,12,0.17167516998429533,0.5320204543182844,105,0,0,0.0,0.03876337843791671,0.04633849433312669,0.007575115895209976
C012575,30,89440.25900811375,12,2,35.451258377373875,3,0.12639159601435637,0.13120333945149915,155,0,0,0.0,0.029440694585076782,0.10195473376346803,0.07251403917839125
C010650,68,53237.049258045176,11,0,82.11296350858056,0,0.32125443467276305,0.3243863564764598,54,1,0,0.0,0.04323834991348842,0.008198515508149935,-0.035039834405338484
C000622,66,84658.56172960678,3,0,91.49558407808534,0,0.46482574134143245,0.5707039415356002,43,1,0,0.0,0.05328887187454585,0.04453845204344305,-0.0087504198311028
C008365,60,58938.856800106834,2,3,133.13077635864317,8,0.2871989484371589,0.0603620973991214,360,1,0,0.0,0.0112786051042061,0.12914103863417536,0.11786243352996927
C017787,38,87476.48926369667,6,1,106.62233983703933,4,0.5302539266886525,0.27086588274347795,310,1,0,0.0,0.01593767194317867,0.13574351090043735,0.11980583895725867
C017579,22,67399.89488587249,20,1,68.95336733865298,2,0.17303606716582956,0.2400510078065905,35,1,0,0.0,0.04839479986782419,0.1532386890227735,0.1048438891549493
C019628,35,29934.92026966536,56,4,81.44357278476375,4,0.22165750655977826,0.38420262260822063,118,1,0,0.0,0.032870058096173396,0.1733974521193813,0.1405273940232079
C011466,39,88057.68064411904,22,6,109.48681774986721,11,0.053814197346803136,0.02382231388568699,216,0,0,0.0,0.02558330375443173,0.13535199471014595,0.10976869095571422
C004575,19,111876.78586920386,15,1,89.37103324605192,8,0.11200371793278625,0.17746689173196895,336,0,0,0.0,0.011974571035965874,0.10454271438153359,0.09256814334556772
C003157,50,73301.1860845315,7,3,91.32799918647986,13,0.33489437049765836,0.026726011065634266,346,0,0,0.0,0.01291913962501,0.09471702895254343,0.08179788932753343
C001154,52,80541.8141053364,5,2,60.98914423231714,3,0.22222830324276568,0.5756631567840156,214,1,0,0.0,0.02267546755693181,0.17728369245427225,0.15460822489734044
C009395,43,66998.47561388218,53,12,130.36399578316403,22,0.30267442888661467,0.32742617437337956,230,1,0,0.0,0.03421974827722023,0.13069935368455815,0.09647960540733792
C009971,19,95978.93171392837,31,2,91.75606907969228,5,0.14562260638849192,0.002150775574694001,241,0,0,0.0,0.019805961803155844,0.05346841827840347,0.033662456475247626
C002306,59,138582.6125991422,3,0,75.2820998397181,1,0.3878469601244991,0.08315779828968882,38,0,0,0.0,0.057747795551875536,0.13162362585604143,0.07387583030416589
C006562,49,44558.31174980656,25,4,131.23900403639152,4,0.33194931280369455,0.569839472533366,181,0,0,0.0,0.027596813582995976,0.1800186749366935,0.1524218613536975
C009099,40,90457.00274729633,47,2,133.57442231214844,6,0.38566050082711395,0.19778453998577783,57,0,0,0.0,0.053474175165367586,0.16055997925207408,0.10708580408670648
C017172,48,73982.05874170938,5,1,106.835334559035,4,0.25824111913736425,0.5849343494273906,248,1,0,0.0,0.018297578176756344,0.1559636417337154,0.13766606355695907
C006422,63,51863.11030774361,13,2,83.41590442864826,8,0.3835997678163662,0.1908798197117825,297,1,0,0.0,0.014980926693851199,0.0,-0.014980926693851199
C000656,69,20000.0,9,5,160.9086035158676,7,0.06782596294445103,0.45702809957283314,363,0,0,0.0,0.008886065116096286,0.0,-0.008886065116096286
C000587,46,23490.7489236998,47,2,53.79096748552529,3,0.11334571607024352,0.4561920994067045,238,1,0,0.0,0.015002675000154632,0.18450626361861605,0.16950358861846143
C010400,63,29511.536386179756,52,4,78.04989170300965,8,0.12889602765661998,0.5332111787773739,225,0,0,0.0,0.018596681812662535,0.08550250023597764,0.0669058184233151
C006133,59,48316.881410600065,5,2,62.851442606687385,8,0.4458009421071974,0.4371154129046117,12,1,0,0.0,0.06042935986453176,0.18314865800629404,0.12271929814176227
C006730,19,33044.61299599648,13,2,119.46776280192846,6,0.14481614538894758,0.21421533309591786,185,0,0,0.0,0.021135796230958674,0.11505556907890035,0.09391977284794167
C002936,27,63304.83452190657,21,2,71.30745658691256,3,0.37787523010307456,0.594888253008014,293,1,0,0.0,0.015845854040032272,0.18894407524534385,0.17309822120531157
C018573,56,22638.608862710775,5,1,103.35789510795595,1,0.31113028660411773,0.16379586211096425,260,1,0,0.0,0.014023360766282938,0.15174744361415787,0.13772408284787493
C002496,18,59279.58660904904,34,6,87.25910828902691,18,0.4357978620424748,0.3035999743909852,17,0,0,0.0,0.07357330483193718,0.19594018890571324,0.12236688407377606
C005349,47,71868.36542568359,10,1,116.35839895097773,2,0.25431978705362923,0.15855867231627183,170,1,0,0.0,0.02658981093457724,0.1355045464752529,0.10891473554067566
C007717,55,46434.84869166566,19,3,75.81109714917562,5,0.22730943024089584,0.19884247231166194,7,0,0,0.0,0.05807776440365264,0.18932179935152676,0.13124403494787412
C015022,63,86220.8297320986,13,3,125.30587678718823,8,0.39661157801172703,0.14668651715932518,22,0,0,0.0,0.06582177960585642,0.027411643960984458,-0.03841013564487196
C010724,55,32171.533929927667,48,3,96.56215197519347,4,0.28861352983403965,0.3804338290445388,61,0,0,0.0,0.04315341837256175,0.17801319600919496,0.1348597776366332
C016421,69,52695.79489189576,27,3,145.3049207421547,1,0.29902882973737893,0.14795709729036488,301,1,0,0.0,0.014847235197205242,0.0,-0.014847235197205242
C013012,41,48919.63951405951,44,4,13.03102542551865,10,0.07910954736400345,0.10317898970256768,299,0,0,0.0,0.013928194100819023,0.09887344575664456,0.08494525165582553
C019031,67,86101.12636635284,6,2,76.60608404213848,6,0.5328831164496093,0.32590441843416257,13,1,0,0.0,0.06979396602135435,0.07175693922076568,0.0019629731994113275
C013583,24,36349.80823026785,16,4,147.0045217821464,8,0.445178569657962,0.1336601666681871,177,0,0,0.0,0.028576508027405318,0.1265821746575747,0.0980056666301694
C011107,33,44257.06543844613,4,4,49.465998768885,10,0.6951964357460246,0.6722481472327506,224,0,0,0.0,0.026679878197490552,0.23709511624877083,0.2104152380512803
C005793,25,127433.46068268463,32,3,77.73183095148343,5,0.35760742580038873,0.0653090200500241,135,0,0,0.0,0.04073490913153693,0.15870181470516045,0.11796690557362352
C006046,47,49067.19933955407,10,2,37.36850233328827,8,0.6220611661133489,0.05456019829624335,182,1,0,0.0,0.029234487329312688,0.13599889550591907,0.10676440817660637
C017943,26,62683.20857521227,47,5,61.30058878846227,14,0.09699627280393623,0.447259103835092,120,1,0,0.0,0.037101602277005125,0.19802516173253906,0.16092355945553394
C014837,65,57281.41900309595,29,4,64.08461674296548,7,0.2994556484301638,0.6927886396067617,203,1,0,0.0,0.02562865273922991,0.0723869650097529,0.04675831227052299
C010646,31,43184.66660361404,56,7,117.90972695371384,15,0.12114979008507905,0.24986699017399364,203,1,0,0.0,0.02573747729764406,0.14279275913586692,0.11705528183822286
C011263,35,29029.470796061585,54,7,80.14055186729156,13,0.316351161099372,0.09215892006088391,275,0,0,0.0,0.01842288909548497,0.07388517572611732,0.05546228663063235
C014977,27,103339.56027076913,52,7,158.16080683672953,18,0.4230444526213695,0.2181581586883093,93,0,1,152.99600768320778,0.05962082077021538,0.21426570284117344,0.15464488207095806
C018155,35,92355.6064473618,38,6,161.31863620803483,19,0.1782090337319468,0.25929624781857874,254,0,0,0.0,0.022794653416324497,0.1280782104348931,0.10528355701856859
C000853,57,99343.11907291024,13,1,75.42220274568643,1,0.32956510545629963,0.1533672761377716,59,0,0,0.0,0.05007286167644531,0.17918176491719362,0.1291089032407483
C003644,57,71886.14471630743,54,7,98.98674751850602,17,0.10086796239009706,0.30473034416845435,153,1,0,0.0,0.03584825127186765,0.126621337452766,0.09077308618089834
C000468,62,76805.1631714717,17,4,112.65885943518049,9,0.031604763075185144,0.1639958398823086,163,0,0,0.0,0.02893482090853868,0.0,-0.02893482090853868
C015658,24,50858.195459762865,15,2,114.42206678434734,2,0.14501252969753342,0.516452243184733,4,1,0,0.0,0.05498761368526259,0.18311109585904906,0.12812348217378647
C002617,51,58986.469257593904,34,7,88.152598306005,17,0.3457002502944319,0.5238463535477674,169,0,0,0.0,0.03594726966953416,0.17778511263303326,0.1418378429634991
C011244,34,20000.0,20,2,99.09921040537017,4,0.29718989200696116,0.45416847241807295,118,1,0,0.0,0.02861857569329863,0.24035371875604705,0.21173514306274843
C011737,28,28378.22461383572,12,1,138.72600974452837,3,0.1475242880067887,0.3302795044366292,323,0,0,0.0,0.00990738515649209,0.1465577523014634,0.1366503671449713
C015533,58,65482.86010448751,26,2,87.21216330182732,5,0.08905659620941393,0.4239027542011147,129,0,0,0.0,0.03087285141450165,0.16647644849663382,0.13560359708213215
C019394,50,27983.541243627467,23,2,65.2329882273772,7,0.4767195010690736,0.14838422759467726,127,1,0,0.0,0.03190024188126874,0.1617653207029785,0.12986507882170975
C010568,42,54168.52094729484,11,3,126.3052345045095,5,0.13905926691685452,0.14366447938444135,1,1,0,0.0,0.05899726392381928,0.11974006284668867,0.06074279892286939
C004768,18,103955.08024015428,10,1,90.3948814697313,1,0.13217646986643478,0.4017709489443181,200,1,0,0.0,0.023259108515552337,0.11763618957193336,0.09437708105638103
C014001,46,61468.469479724685,16,2,157.03992206843245,6,0.11341876996581052,0.4076207002520589,244,1,0,0.0,0.01760189008952226,0.11286364282203876,0.0952617527325165
C015403,30,85445.46624422015,26,3,118.6166503152408,10,0.15696538064409116,0.0909744679869576,74,0,0,0.0,0.04589812262583346,0.11384937835786146,0.06795125573202801
C008514,68,63492.45609116449,9,0,59.649939714339894,1,0.03472519467539935,0.48118451593145123,109,1,0,0.0,0.029890803404758286,0.003309552570598097,-0.02658125083416019
C002387,29,40100.69802196881,28,2,140.8331655834537,4,0.2317589235843895,0.14396468547204064,66,0,0,0.0,0.04076757426663554,0.12611946683234818,0.08535189256571263
C000737,62,123519.70077455355,19,3,106.50953343095921,7,0.2728563774195473,0.19483543896518268,29,1,0,0.0,0.06430234658019898,0.007645868660446281,-0.0566564779197527
C013941,64,77345.02182207849,32,8,63.25875879390968,18,0.3232724643267742,0.4997955369225901,113,0,0,0.0,0.05136275749138111,0.07838599879099163,0.02702324129961052
C019105,66,35778.28628918486,52,2,120.14923929513988,4,0.1467307607470557,0.3602833073582729,3,0,0,0.0,0.05173149142574523,0.05383953220765408,0.0021080407819088487
C009900,39,71861.96493600319,43,5,105.48863996661446,8,0.12611727132116213,0.556495278785562,294,0,0,0.0,0.016554625578021107,0.2006150121381185,0.18406038656009738
C003911,60,75122.93408407022,1,0,109.67048464252363,1,0.23154083768138106,0.04529957564311668,283,0,0,0.0,0.014517035710545807,0.08397373796669622,0.06945670225615042
C000451,39,50154.3244879939,45,5,81.4695574736571,11,0.4739535633134555,0.26972704134790615,232,0,0,0.0,0.02478530109524664,0.1401138742300433,0.11532857313479665
C011419,42,107731.59022030653,5,1,98.9512298959233,2,0.37388421836172003,0.17134771379368266,53,0,0,0.0,0.05342689569195502,0.14883093699283007,0.09540404130087504
C002911,41,65771.60609659171,29,7,78.23300653083948,15,0.07483278609446889,0.35088456855760153,162,0,0,0.0,0.03331868394517993,0.11991690678709796,0.08659822284191804
C007308,62,60960.65938034731,17,1,98.5101604414429,0,0.45160123449804707,0.06721298190281479,204,1,0,0.0,0.024019930596902595,0.0,-0.024019930596902595
C015727,68,47790.896293223646,43,9,103.26234695072145,14,0.37735517288939874,0.05071187374992846,290,1,0,0.0,0.021449732539634322,0.0,-0.021449732539634322
C008529,48,141017.47487601984,45,4,92.15048297386755,16,0.36512789135721224,0.22477687387181775,208,0,0,0.0,0.030766954024009516,0.16377526336358889,0.13300830933957936
C014362,55,77275.29686946649,30,4,61.621269356769375,15,0.6075350063821586,0.2997055008063937,171,1,0,0.0,0.03682130874208968,0.19404654763600093,0.15722523889391127
C013527,52,31478.026631819164,22,3,78.07565295620134,7,0.2363688019754638,0.15484883887086937,82,0,0,0.0,0.037892891342208995,0.14172150552365972,0.10382861418145073
C016173,54,59467.854335393116,44,3,131.40506904893735,6,0.6315895714551664,0.1408028470487704,49,0,0,0.0,0.060396737597544374,0.24361395172739814,0.18321721412985376
C019157,55,52374.86750146139,55,8,74.92078277902276,17,0.2100834517962804,0.39619654578009095,42,1,0,0.0,0.06322889890375127,0.19876822949194456,0.13553933058819329
C012617,69,61005.505941295494,38,8,98.71194438585349,21,0.23749160102299147,0.36669874874010705,209,0,0,0.0,0.029699777524669665,0.033553898118701936,0.0038541205940322704
C015171,18,50086.67728155018,35,8,98.38014187859126,16,0.14544289637688498,0.5656465792797153,223,1,0,0.0,0.025532671045385775,0.1707423503974651,0.14520967935207932
C001145,57,41300.194967887954,15,0,104.75115821425987,4,0.1786893491512506,0.3316019844979259,203,0,0,0.0,0.018635300732985423,0.1228531303084329,0.10421782957544748
C011702,50,67118.89175577405,40,6,112.19031249494583,13,0.287982451042302,0.07606549999053454,69,0,0,0.0,0.055090062879529174,0.15101618332232322,0.09592612044279406
C012928,46,41212.41251059784,12,2,95.44933160114226,7,0.33139852136437664,0.49812625259869575,160,0,0,0.0,0.02730614979817299,0.1707784670105705,0.1434723172123975
C014402,57,43358.93087242862,8,2,89.43781398993153,6,0.29582613587059964,0.18463367193755076,281,1,0,0.0,0.014985268281345306,0.13439724743689554,0.11941197915555024
C007986,43,40473.89180429631,55,4,109.00864014204632,12,0.292086229938101,0.21313288964118265,108,0,0,0.0,0.037824855329358115,0.1582641649460727,0.12043930961671459
C018102,32,37543.52957294295,12,3,115.13920738267215,7,0.13160777619290503,0.1027657700873903,108,1,0,0.0,0.032878648872092395,0.11056833871480047,0.07768968984270808
C005889,69,158205.62155269587,7,4,111.49851629861433,5,0.2929094892641223,0.02497052942626247,275,1,0,0.0,0.021920455928346107,0.0,-0.021920455928346107
C008461,66,35083.7843413518,29,5,124.78070377232682,8,0.4699824191617903,0.013042671696933494,268,1,0,0.0,0.019343504096175797,0.0,-0.019343504096175797
C012619,52,53980.532289231094,53,10,115.86706350576425,12,0.30586379472007363,0.02298777437805907,170,0,0,0.0,0.03985838431142176,0.10497025701342542,0.06511187270200366
C000042,54,45354.67859579174,8,0,47.565128901414916,0,0.5025097035931859,0.10055248573586577,339,0,0,0.0,0.011393570698925605,0.15351180985018614,0.14211823915126054
C003913,59,74387.80964631867,48,4,78.24511081565066,6,0.18735888810127066,0.049013623909496346,163,1,0,0.0,0.031012338380780685,0.12045477128971108,0.08944243290893039
C002146,68,56402.95205895861,43,7,127.59723611048622,19,0.16812182238948917,0.23508959871018903,320,0,0,0.0,0.01564493588982653,0.0,-0.01564493588982653
C002309,38,47979.38494205668,9,3,46.69169966522306,4,0.3109276310917954,0.06808919079923405,95,1,0,0.0,0.04001026682911414,0.10892668543787813,0.06891641860876399
C016712,43,90960.51437640388,51,9,83.99563352917468,22,0.1905223323916789,0.4085145998117955,125,1,0,0.0,0.04926327385695544,0.18904844956584854,0.1397851757088931
C018801,53,64179.15902313031,17,0,171.30289778353233,0,0.16078111670907244,0.006596367928164753,347,0,0,0.0,0.009905812844580331,0.06905111092338594,0.05914529807880561
C014927,59,143614.4070067722,52,1,69.33310055218546,2,0.1798647503695376,0.9402736746801078,27,1,0,0.0,0.05819242276079944,0.25064164484484236,0.19244922208404291
C005864,33,54733.84925389758,59,5,91.94556004424571,8,0.2874284519666462,0.08905201033886466,206,0,0,0.0,0.026129995845747944,0.07635829223977082,0.050228296394022875
C002035,49,73107.6155949291,54,7,109.48802869384829,21,0.04541485084899326,0.13591069019794275,130,1,0,0.0,0.03911642984798955,0.12067128460140805,0.0815548547534185
C001124,34,21143.454714683605,29,6,102.64278604250013,16,0.2701538307490629,0.3634835184401674,223,0,0,0.0,0.02079432471908184,0.17117698575411272,0.1503826610350309
C003508,37,37732.226059494424,54,10,70.56010919246455,17,0.15015738784095578,0.23295696393710474,323,1,0,0.0,0.016363180868668642,0.12377266113249864,0.10740948026383
C009071,62,,33,5,124.20722346953913,7,0.39646300114557964,0.08527263560203122,24,0,0,0.0,0.07014626374392913,0.026599786755076134,-0.04354647698885299
C016680,58,71524.36935648342,31,3,100.77173297486807,4,0.406997379167027,0.04807111383478667,38,1,1,110.13245521947961,0.05925074592707807,0.1691894001895528,0.10993865426247473
C018124,41,86728.48842970483,57,5,121.21092859691706,10,0.2557809657270753,0.32600001530725614,65,0,1,137.97813047985332,0.05535942246524305,0.1912126146346731,0.13585319216943004
C006877,24,109788.02096434281,48,7,115.35735197873001,12,0.6133138830922991,0.38850729755017116,80,1,1,98.79822724524912,0.07004245511159651,0.25877871490912596,0.18873625979752945
